case_number,lawsuit_url,documents_listed_count,documents_with_gcs_url
013660/2011,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=VO6IOXP3q34EXu_PLUS_1Yj95VQ==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=9,48,0
014740/2012,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=FunmDA7jZsAEP19JyT311A==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=9,4,0
015499/2012,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=TfmI_PLUS_VnPe69bkgl2JMnl4w==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=9,11,0
019695/2012,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=GdHAXDt7cXG0qxWEUZB8/w==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=9,19,0
020506/2009,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=EmILqG4pTK6C/Bzj_PLUS_OIk/w==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=9,10,0
022685/2011,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=OiVarY1q1glh9sER94Vh0g==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=9,129,0
023670/2012,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=5bM68lKYsGdLtI1Cphp31A==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=9,8,0
024262/2012,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=TQsgaNa6XDRfrES2vDtqNQ==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=9,11,0
028109/2008,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=1o/rRuU05C69At0XBdv/mQ==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=9,4,0
030001/2011,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=yD6OGCcK/jluyjE1MP8rCQ==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=9,7,0
030001/2019,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=FZvZbjvhTGKXh84znP89WA==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=9,3,0
030019/2024,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=umrbatJI3gyyGimxOpXwYA==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=9,10,0
030308/2013,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=/PJOLNvRUpa1kzu_PLUS_opcX2w==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=9,27,0
030334/2013,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=P_PLUS_CwuhRdIBNDeFbkT3i3MA==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=9,86,0
030488/2016,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=xmzp6zur2BkcVQyHRkG5hg==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=9,74,0
030576/2014,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=Am8b_PLUS_Kb2GSpFpJMh1YGujA==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=9,13,0
030819/2019,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=fimdaZnTQa_PLUS_kCROnH82lkg==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=9,13,0
030819/2026,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=PlKDOX8X_PLUS_fKqcrhj8SuPIA==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=9,8,0
030895/2017,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=x9nizkpD6VpJ6oYfcfYz7g==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=9,8,0
030897/2022,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=PcK43479L9PCuD7HYASbjg==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=9,206,0
030959/2024,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=30NWX28plawbtRuWLLTtmA==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=9,32,0
031010/2016,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=U42Ae4A2Aip/k9lsU3Lo4A==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=10,10,0
031042/2019,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=juPFNzxYCm56UyU3qjQSyA==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=10,2,0
031080/2011,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=y55O40OuIG2CXLAagb7M2g==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=10,146,0
031109/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=ji0zjpsc6BjMFNVQAmwR4Q==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=10,17,0
031133/2016,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=ku0MMvlg3PzPE6u5_PLUS_CvrKQ==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=10,3,0
031134/2015,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=JByGBH4BJ1WHc1olOi8iag==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=10,20,0
031153/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=SqP7XN2xBORfr4DRiM63Ng==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=10,13,0
031258/2017,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=HbVpgbOB/q7r8RrLTEAyKQ==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=10,77,0
031372/2022,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=RMhChuMWNtlpVnsWbaTeyg==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=10,4,0
031513/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=fuXe2Qrf/44k9j1xtFHsfw==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=10,42,0
031870/2024,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=2IF/2dihubVu56NfIUvq0Q==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=10,3,0
031991/2015,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=U2Llwhyt4vjkUoNkkEWYfg==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=10,23,0
032013/2011,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=3vPAUWGiUddQ0tGPRrwi3Q==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=10,10,0
032099/2013,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=p76c3Kx9WLGw_PLUS_NQkV8XNyA==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=10,1,0
032230/2013,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=7NJ7mnRissKm8z4fcEFfUw==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=10,55,0
032355/2011,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=E9h62TMQPNkfaJa33FpyYw==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=10,97,0
032395/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=2TbPphOFHV4oLE/7U4h7Lw==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=10,60,0
032460/2019,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=o8G6XaKaRT2mYeb472hT1w==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=10,8,0
032535/2014,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=Rmt6Q2n8Xd4u8Zz3_PLUS_UOcdA==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=10,7,0
032558/2022,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=bIX3UVxQvpb/FAogxLQbdA==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=10,2,0
032623/2026,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=2SDWGZ8iP5pK4LDXFzYfrA==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=10,2,0
032698/2014,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=nyoTd/3cjwumXIZcNHeNiQ==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=10,68,0
032701/2017,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=u0TvaX/4VHZZfiQu8XheeQ==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=10,49,0
032703/2014,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=DxzQWoibqt6z2Qzavc4hFQ==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=10,5,0
032704/2014,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=qRWiGRtZ4e2ge34knKhLkg==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=11,15,0
032902/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=jItyL6DNHhSTf1TTzzEc0w==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=11,9,0
032996/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=Zc6wulEaB3INQtBP9/a0TA==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=11,21,0
033047/2012,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=IYRfSbpuWmixuw/fR4GNag==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=11,52,0
033216/2013,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=9yhxQB9WlcX8FEa0k8YQrA==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=11,15,0
033227/2018,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=/ZC7KI9G0nmXvfVVfFF1TA==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=11,2,0
033246/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=bvC2Pwwda2lvGdGPdYtgQA==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=11,47,0
033509/2026,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=NVKu794a8wVhEHs4zUAzvg==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=11,7,0
033758/2015,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=sTUjn_PLUS_PQRo9WWh6LpXjwuQ==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=11,192,0
033832/2021,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=hlae1/6xw06sSyk5ve_PLUS_3og==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=11,2,0
034102/2022,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=qmP1c7_PLUS_XaoFwbu58s5cc9A==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=11,216,0
034123/2014,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=j0/w4WM7h3Hp7mdBjR/Xbg==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=11,6,0
034201/2013,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=mzkktAwNgXTGlCZX8hn0/A==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=11,26,0
034276/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=5prJ8Aq7HzqAj0Q3LtGAcQ==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=11,13,0
034355/2024,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=FDMCZT7qS_PLUS_v6w9VLG44IrA==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=11,70,0
034423/2022,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=6eobCRtYI4ouUf1QBgIlKw==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=11,96,0
034476/2018,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=t3OAC_PLUS_KMXkfccpxYkvWVpw==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=11,2,0
034508/2024,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=2X2//NZH3/OM//_PLUS_zzVV2oQ==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=11,4,0
034597/2026,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=PwSESLlmaXME8LaKDAjvug==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=11,4,0
034645/2016,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=3BnYwFrvQdUW7oPeyCTfdw==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=11,4,0
034772/2022,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=9jtyPS7t7UPni9yHrNiPhA==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=11,4,0
034803/2013,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=qTc5wmxg0sc2w5O19bI6Eg==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=12,32,0
034981/2013,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=ma/zkID5LLl1YB399SVsMg==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=12,3,0
035025/2019,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=/AVYKGUbn_PLUS_Qp02yutXrqAg==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=12,4,0
035161/2018,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=caXB4tC5mIuOYRt/VCHI5A==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=12,5,0
035241/2018,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=6P7wNP3z9LNemA2rOr9mng==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=12,12,0
035404/2018,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=U6WgX_PLUS__PLUS_MfgAvAzdSLLNuzA==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=12,93,0
035464/2019,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=8IMK/duW3h/J6BTgxcjx2A==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=12,86,0
035507/2018,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=8Ym3eXtVfC1II/3bl3VlLQ==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=12,6,0
035601/2014,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=cMttlDAYrsVDOLtO_PLUS_DVPeQ==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=12,3,0
035693/2024,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=LegPDBfDBeV9adLxIe_PLUS_Qig==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=12,27,0
035782/2020,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=kI4TqM5aMxxrPa7ORAdYLA==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=12,12,0
035919/2020,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=XjljneTyMjgmOdn7NpI57g==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=12,21,0
035947/2026,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=SnzDcAqUsPUWmtG3p_PLUS__PLUS_X9A==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=12,2,0
035976/2012,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=0of7U9oNngWBHhMRloQpuA==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=12,462,0
036005/2017,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=iR6DsFNNT3jttiqX6BJJDg==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=12,4,0
036025/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=iq4ntr_PLUS_eHmDCvF1w_PLUS_wbrew==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=12,56,0
036138/2026,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=kG8WtCTUEg5SqDexVxkiNw==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=12,6,0
036169/2026,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=MIqpsgSj1rkxXRNDg8jQpQ==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=12,6,0
036184/2026,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=t_PLUS_5fZcGkeo7Dmmlq2mvtOQ==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=12,17,0
036258/2024,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=q_PLUS_OhOvnzC7ofjUQ8Wc8JDw==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=12,17,0
036295/2021,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=uowidgcOS2aNy378aaXhuQ==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=12,2,0
036633/2012,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=BXMDJ_PLUS_L2d2cafQZ634kNaw==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=12,9,0
036706/2019,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=e00hYJi5vv3VsT_PLUS_Qx6IGcQ==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=12,13,0
036894/2019,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=YADVsYEoh21579D0VWJzsA==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=12,52,0
037055/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=7aiC5zGV_PLUS_30PBVtwNIV2lg==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=13,42,0
037110/2018,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=zDDrTuE2fgNrmMOaFaoawQ==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=13,20,0
037470/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=7SmKkft6XMOlv0XLtmC77g==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=13,9,0
037674/2024,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=EgUFPCta44rpHvq5cnFPdg==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=13,21,0
038204/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=0B6piw4bt7ETdtHLM2xM2A==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=13,28,0
038348/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=hgUJcobuyBGlmkq1hRbIwg==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=13,9,0
038849/2011,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=ZOgT0uG7jL6ArCyHOg_PLUS_urg==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=13,9,0
038952/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=scFQzvbUIznKA6grcOh33w==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=13,7,0
039228/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=Ym4ixByo9_PLUS_pZEo17uBwzug==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=13,7,0
044284/2008,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=hk7Xc_PLUS_84EmIJ0Sem0d2hzQ==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=13,23,0
060277/2013,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=xpIpTw6AzZzVBrpD7XhH4g==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=13,38,0
060673/2014,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=mRYUZGSKMrRfIChJTAZevQ==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=13,36,0
061132/2014,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=LbQ3A6wcj2QjqbCv/bu87A==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=13,4,0
061179/2013,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=/dnU6RdrPSO9S_PLUS_bK4S1TOA==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=13,16,0
061538/2013,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=PCqrBmA8PBFlR8769_PLUS_SL5Q==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=13,38,0
061806/2014,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=ue_PLUS_sqxI_PLUS_mlMKs_PLUS_kqK/erJQ==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=13,450,0
061833/2014,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=9QYTjjylkDHg2gYbiL7O1w==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=13,38,0
062008/2014,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=PTuVMJLDntgbDEfDEeYwUQ==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=13,31,0
062448/2013,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=qyiplNOIDdJKpKC_PLUS_STiwYw==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=13,31,0
062847/2014,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=w6S4wn32WbE3WTXs3oi/UA==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=13,7,0
063071/2013,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=KU5rIjLC5CZpDYj67uz30w==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=13,54,0
063110/2013,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=o0VJXYNU6tH_PLUS_xs7/3jcpAg==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=13,309,0
063264/2013,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=0a8AUSo2hMFjrCBK9mUH8Q==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=13,4,0
063355/2013,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=mmkN3hKZMfzCaMOCgaMJ9w==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=13,58,0
063977/2013,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=fzKC/DcgUujdHRyW6wRYqw==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=13,29,0
064041/2013,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=FHga8CQdwDMus57vWpCOdg==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=14,9,0
064042/2013,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=t1pQKgJjDrHrWgrN2XUb4A==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=14,9,0
064044/2013,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=ZJKme4UCo053_PLUS_FWNvkc4Ig==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=14,13,0
064045/2013,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=LBck8owO4zWYMobDiBXABA==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=14,16,0
064123/2014,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=fztawwaz5zjUDEaJBmbXDg==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=14,111,0
064255/2014,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=H8V3o0qU_PLUS_k2VlPsTsmgNuw==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=14,6,0
064429/2014,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=lkwF1pDoHAoWpUC4oTFqHA==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=14,32,0
064685/2013,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=62zneIgJ4fZBO7tAhcyRqg==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=14,15,0
064732/2013,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=aQX4NtauSYh80jem2GkJ_PLUS_Q==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=14,159,0
064788/2013,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=MZJhLTfX_PLUS_El2elrrIXuz4Q==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=14,11,0
065300/2014,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=zjx8MJdq6z2YF2DqV7trUg==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=14,3,0
066331/2014,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=8wLrEb2QIYYIom4ZL1nN1Q==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=14,2,0
066537/2014,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=mf1_PLUS_pW/PJHk0x3TvIs_PLUS_oZA==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=14,11,0
067992/2014,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=FxjT1JuiKf/CMIm7vDi8pw==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=14,68,0
069855/2014,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=yzn3ESa3DGofBiDReYe6nQ==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=14,363,0
069888/2014,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=HQ3SBIkhVvtJg0onipvG5A==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=14,38,0
069918/2014,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=sOzsDNof2dC5QSVsw/LzHA==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=14,28,0
071006/2014,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=bCbn27Q7Uj32Olu678OT7w==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=14,9,0
090004/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=/FfT/baVQmcBryhzYQyE_PLUS_w==&display=all&courtType=Kings County Supreme Court&resultsPageNum=14,2,0
090021/2010,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=taRQdljisy3lkr1xOGKZSQ==&display=all&courtType=Kings County Supreme Court&resultsPageNum=14,2,0
090035/2010,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=Lra_PLUS_tMaMwnnfX92JqQ48yw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=14,2,0
090223/2009,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=2cwhn1mFzKC/zpHiwt39MQ==&display=all&courtType=Kings County Supreme Court&resultsPageNum=14,2,0
090242/2014,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=aZnH9K48LQ56QWr73f17Kg==&display=all&courtType=Kings County Supreme Court&resultsPageNum=14,2,0
090275/2009,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=cCI8jSZ0mUBxcBE5IqVZ9w==&display=all&courtType=Kings County Supreme Court&resultsPageNum=14,2,0
090297/2018,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=4NgMVqfOLQ4iEanRx8Cm0g==&display=all&courtType=Kings County Supreme Court&resultsPageNum=14,2,0
090317/2009,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=MjHiIMEy2THRnioz/Cg90A==&display=all&courtType=Kings County Supreme Court&resultsPageNum=15,2,0
090382/2012,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=Mhz8QGJsf8n6hn8YNSoXHw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=15,2,0
090409/2010,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=C_PLUS_S543tRSY1uMMpmL0g0LQ==&display=all&courtType=Kings County Supreme Court&resultsPageNum=15,2,0
090434/2010,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=BUYPktLmXdZa0scsrSFm4Q==&display=all&courtType=Kings County Supreme Court&resultsPageNum=15,2,0
090444/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=F5CXmlQ1jLFjCACLCX0uTg==&display=all&courtType=Kings County Supreme Court&resultsPageNum=15,2,0
