case_number,lawsuit_url,documents_listed_count,documents_with_gcs_url
CV-122049-08/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=3svGUBZjCo_PLUS_JPtcKQnIMVA==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=22,1,0
CV-122059-08/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=pwuKogbS46CqjDb8R8yHmw==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=22,1,0
CV-122065-08/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=w51/ZBr6TlzRxYDDc94Z8g==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=22,1,0
CV-123141-07/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=J0sqidATqKxLgYZ3m/YzVw==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=22,1,0
CV-123905-09/BX,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=AsEJy7d2c_PLUS_sfpmp5IpztRw==&display=all&courtType=Bronx County Civil Court - Civil Division&resultsPageNum=22,1,0
CV-126776-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=6tRvLnM/rtknoUV8oIFJDA==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=22,1,0
CV-128170-07/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=Cgi3fm99tdk6FQCw46DhhQ==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=22,1,0
CV-130441-08/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=C/J87vck9cXLTpfxO7BVTw==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=22,1,0
CV-130466-08/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=o0SJp/LPHkGvQvNMKeTS9w==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=22,1,0
CV-130471-08/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=M_PLUS_iiC7Ozc8mYOqDPOUHG8g==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=22,1,0
CV-130489-08/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=iTB84I8RmcxSJvAKE3puCA==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=22,1,0
CV-133285-08/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=rc3fPWuCyQhfD83T4vKkyg==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=23,1,0
CV-133298-08/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=1D1peLdgFxJkPQNRf7p7ww==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=23,1,0
CV-133685-09/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=fh4jT1D_PLUS_pdwB3MvtjwANiQ==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=23,1,0
CV-133690-07/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=QYcn8tlN_PLUS_kNdyRTde4gdRw==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=23,1,0
CV-133701-07/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=ogUXftiKZnqXm91R5PCD7w==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=23,1,0
CV-133709-07/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=Q6q_PLUS_kQ7_PLUS_ejNjdYnEJ2fqLA==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=23,1,0
CV-135865-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=SpxwYOgIRv4P2jIdwa4fDw==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=23,1,0
CV-135868-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=/jgHQdmPO5yMNKzvfRya_PLUS_A==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=23,1,0
CV-135874-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=ncWQQ4FHGXfppL4U3AZDqg==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=23,1,0
CV-135883-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=413TPlvLncFKcrTuhD2_PLUS_5A==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=23,1,0
CV-135890-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=Xz32kBppdMFYrp3Rq1B_PLUS_xg==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=23,1,0
CV-135907-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=dogxtQxZPvuc2Qwjjr2iVw==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=23,2,0
CV-135919-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=aqmSQRwasWKQ9UgXsy41ag==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=23,1,0
CV-135923-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=h8CiGQpwc1ek2g9RDzr6ZA==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=23,1,0
CV-135938-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=WMSWMoW8QCHVdABw7/qjSw==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=23,3,0
CV-135939-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=cfpkm34tf8vcHVYNmHIr1A==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=23,1,0
CV-135942-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=VIoiUCeEF//WPN4/viQYvg==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=23,1,0
CV-135955-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=a/rTUgB3Co_PLUS_wiL4fLWPKtw==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=23,2,0
CV-135966-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=FwfKgP3E91syMuH0YhfSVQ==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=23,4,0
CV-138621-07/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=qUoWZeEoDSmCtJ96M/VPMw==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=23,1,0
CV-141801-09/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=m4YgLxL_PLUS_I1x6xG2TjCDWIA==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=23,1,0
CV-141802-09/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=BdznrnwNwqrJ4FRwT1g52A==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=23,1,0
CV-141803-09/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=gFufOjpBmXBYinV9UWUmtQ==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=23,1,0
CV-141805-09/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=KWUiLKhd0wDAY37FqBlXvQ==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=23,1,0
CV-141813-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=9fqHODLH7mZn93MO3vG_PLUS_lw==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=23,1,0
CV-142124-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=oiXWsrQbvXtNMwgvCib3PA==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=24,1,0
CV-142129-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=2w1vrUTFCj7/usRIe9e4vA==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=24,1,0
CV-142131-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=A1z9Izo6tolULbHMdEocHQ==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=24,1,0
CV-142136-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=BNvsPww0/qiheffUyRRZBg==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=24,1,0
CV-142141-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=NmoI6N2asoG0NNKivYqZDQ==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=24,1,0
CV-142146-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=lAy2Tzw9TkdZzEZH_PLUS_ITq4g==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=24,1,0
CV-142151-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=y9PVT_PLUS_xRizNoi6qPGDM9Cw==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=24,1,0
CV-142158-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=L5Y1PZ0e75yaBEELa/84rw==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=24,1,0
CV-142162-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=3J717pKvL4l7UR18keehNg==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=24,1,0
CV-142167-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=ONHt2e2ZBBErc3FiKywZag==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=24,1,0
CV-142173-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=BCwJrn4NiRCZRl_PLUS_JX7Bhtg==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=24,1,0
CV-142177-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=VfJ0i1akpaBe9_PLUS_GgEmwWgw==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=24,1,0
CV-142178-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=CoRAlVcjhYADAmAvy_PLUS_3Lrw==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=24,1,0
CV-142182-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=1Am0uhAAsaQkekxz9/amNA==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=24,1,0
CV-142185-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=Dr20MWF1cMmdRqgu6mow4g==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=24,1,0
CV-142198-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=tPxS4QCsQ5ZIz4M2P4AI1g==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=24,1,0
CV-142200-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=Me8Ak0DgRPNEkKjBJFo65A==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=24,1,0
CV-142211-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=Ki5TfQNh0EDp7dK3nJogsg==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=24,1,0
CV-142215-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=zpBbSRJeIZ_PLUS_5s_PLUS_qsaMA15w==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=24,1,0
CV-142219-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=yFcafzeSCAYfnS3Z_PLUS_0FmhQ==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=24,1,0
CV-142223-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=enL5Ztxpdr5E66Pxp/weqg==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=24,1,0
CV-143226-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=fq51Pn5oIMmj1OQAoI6Q6g==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=24,1,0
CV-144379-08/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=0akerrfi0omn5xvxSDMx_PLUS_g==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=24,1,0
CV-160174-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=YwtLyGlejPfL/S5WKvjR_PLUS_Q==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=24,1,0
CV-160209-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=UAwLoDQzLOJp/Gmgx_PLUS_TptQ==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=24,1,0
CV-160212-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=qLiRhM5yK2dAHIXA_PLUS_I2GVw==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=25,1,0
CV-700216-19/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=nlw6e0fNfgF5UnUuMV2p9w==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=25,4,0
CV-700271-19/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=YrX54JOZ9TTHybHXRddbqw==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=25,1,0
CV-700272-19/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=mLKN9jz9d4VrnXyZt_PLUS_33TQ==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=25,1,0
CV-700273-19/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=9Rw8LSPc7vhXFiz7mrSb5g==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=25,1,0
CV-700274-19/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=cBglOg6x2DQHZzI1IV6Iqw==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=25,1,0
CV-700354-24/RI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=WxfwtFY7yQsjpliNfAJR_PLUS_w==&display=all&courtType=Richmond County Civil Court - Civil Division&resultsPageNum=25,25,0
CV-700355-24/RI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=KLpJne2qrnBVT7GmYJTS4A==&display=all&courtType=Richmond County Civil Court - Civil Division&resultsPageNum=25,5,0
CV-700438-17/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=G0o6f1kXVCQHE4dyR7_PLUS_oAA==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=25,1,0
CV-700448-17/BX,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=ft5MwXrQIZc19pwOWfjS1g==&display=all&courtType=Bronx County Civil Court - Civil Division&resultsPageNum=25,1,0
CV-700450-17/BX,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=zRxaN3V0ZzBxIERIaOFRCA==&display=all&courtType=Bronx County Civil Court - Civil Division&resultsPageNum=25,1,0
CV-700482-19/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=5exE1ENeHWIbnwCCuZbqTQ==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=25,1,0
CV-700483-19/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=L3hRzZdgblw6CiMy9NMTdw==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=25,1,0
CV-700484-19/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=GZL4j4XiY1yblaPIIg42iw==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=25,1,0
CV-700485-19/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=CjAVkHYGvwxM5mVn42EQFQ==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=25,3,0
CV-700501-24/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=Ty5pJX8aISg6nEVYK/rjwA==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=25,9,0
CV-700504-24/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=iDonywdEHKVXSck6F_PLUS_8Fag==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=25,15,0
CV-700517-21/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=NHZ6dGFcB8HHNFY0HYQxBQ==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=25,1,0
CV-700533-17/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=mSZMUleuhW_PLUS_U27xSaZNSfw==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=25,1,0
CV-700534-17/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=W99ygKMBSJQTV/auFxVi1g==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=25,1,0
CV-700566-20/BX,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=sXdGeivY8q9pZu4UlnwnKQ==&display=all&courtType=Bronx County Civil Court - Civil Division&resultsPageNum=25,2,0
CV-700570-20/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=2z7NiYsuHLjcZAZjM1p1kA==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=25,1,0
CV-700571-20/BX,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=yGUwA21t/adpyBor5hx1aw==&display=all&courtType=Bronx County Civil Court - Civil Division&resultsPageNum=25,4,0
CV-700571-24/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=GbmGm3l7j7vMJFJYHyDN2Q==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=25,21,0
CV-700573-20/BX,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=2DUQmaExchLb0BDUkDBoQQ==&display=all&courtType=Bronx County Civil Court - Civil Division&resultsPageNum=25,1,0
CV-700573-24/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=mPjWpQDiUGAFcr3s65fbfg==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=26,6,0
CV-700575-20/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=fNghTGo9lCH/vi1nL7SxMA==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=26,1,0
CV-700576-20/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=UatcbOJLj1P8DWa2wKkvWQ==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=26,1,0
CV-700577-20/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=6IJk9TssK_PLUS_jLWIZWtblR2Q==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=26,1,0
CV-700577-24/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=2UdlSJtz3sCWoe_PLUS_OgU78ZA==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=26,8,0
CV-700578-20/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=3miK5wsoq/IPzAK1Zr36ig==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=26,2,0
CV-700583-20/BX,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=34XGuaC3/_PLUS_gX1XicwYBSsQ==&display=all&courtType=Bronx County Civil Court - Civil Division&resultsPageNum=26,4,0
CV-700584-20/BX,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=iDFAVMTNYCgQzFgwHASrbw==&display=all&courtType=Bronx County Civil Court - Civil Division&resultsPageNum=26,2,0
CV-700591-20/BX,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=gBL3uBKPGMZSlFDcrxaBxQ==&display=all&courtType=Bronx County Civil Court - Civil Division&resultsPageNum=26,1,0
CV-700652-24/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=D_PLUS_2rLB2X3SU6wodjqOv_PLUS_FQ==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=26,6,0
CV-700658-21/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=TgmWn8sA_PLUS_ZSnhH6jckiESA==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=26,1,0
CV-700692-17/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=xDr4Qu_PLUS_J0/7_PLUS_1xVe9bf9PQ==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=26,1,0
CV-700802-21/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=_PLUS_QLRwRK8CSsVoTx2lXJG8g==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=26,2,0
CV-700803-21/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=A/UppkY_PLUS_JoLZAesdkEFx4Q==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=26,3,0
CV-700834-17/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=HhD/HyjA7cJuFJnoPWqNHw==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=26,1,0
CV-700835-17/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=isHcrmU0vyrOBalAfgZOJw==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=26,1,0
CV-700873-19/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=SIE43F5YmetSyQCWBBsg8g==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=26,2,0
