case,case_id,docket_id,case_docket_page_link,case_found_by_crawl,case_scraped_rows,case_docs_on_gcs,document_id,document_name,document_status,filed_create,filed_received,document_link,document_confirmation_link,sql_query
case_43525,652276/2023,QMIzfCafIvsLUbri0X30QA==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=QMIzfCafIvsLUbri0X30QA==&display=all&courtType=New York County Supreme Court&resultsPageNum=3,119,119,117,1236722,EXHIBIT(S),Processed,01/18/2024,01/18/2024,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=rBLXglbp8psGH9FWw0YuUQ==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=rBLXglbp8psGH9FWw0YuUQ==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'QMIzfCafIvsLUbri0X30QA==' ORDER BY id;"
case_43525,652276/2023,QMIzfCafIvsLUbri0X30QA==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=QMIzfCafIvsLUbri0X30QA==&display=all&courtType=New York County Supreme Court&resultsPageNum=3,119,119,117,1236723,EXHIBIT(S),Processed,01/18/2024,01/18/2024,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=AzFvyljoWvIF1NEecInRFQ==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=AzFvyljoWvIF1NEecInRFQ==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'QMIzfCafIvsLUbri0X30QA==' ORDER BY id;"
case_43526,652559/2024,7XjgNKO/vG8RTEQyWZvh1w==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=7XjgNKO/vG8RTEQyWZvh1w==&display=all&courtType=New York County Supreme Court&resultsPageNum=3,37,37,35,1236849,ORDER - CASE MANAGEMENT,Processed,02/06/2026,02/06/2026,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=OfyEVnmdwPESb3tVvNzNQg==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=OfyEVnmdwPESb3tVvNzNQg==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = '7XjgNKO/vG8RTEQyWZvh1w==' ORDER BY id;"
case_43526,652559/2024,7XjgNKO/vG8RTEQyWZvh1w==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=7XjgNKO/vG8RTEQyWZvh1w==&display=all&courtType=New York County Supreme Court&resultsPageNum=3,37,37,35,1236853,ORDER - CASE MANAGEMENT,Processed,07/02/2026,07/02/2026,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=5nUDnOjzpuaTGkOMDNvuCQ==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=5nUDnOjzpuaTGkOMDNvuCQ==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = '7XjgNKO/vG8RTEQyWZvh1w==' ORDER BY id;"
case_43527,652783/2018,0CjUrLFZbrKik4ftELFYAQ==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=0CjUrLFZbrKik4ftELFYAQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=3,81,81,75,1236855,SUMMONS + COMPLAINT,Processed,06/05/2018,06/05/2018,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=hzRWMLbnCqYrdsSR6CqvtQ==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=hzRWMLbnCqYrdsSR6CqvtQ==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = '0CjUrLFZbrKik4ftELFYAQ==' ORDER BY id;"
case_43527,652783/2018,0CjUrLFZbrKik4ftELFYAQ==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=0CjUrLFZbrKik4ftELFYAQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=3,81,81,75,1236856,AFFIRMATION/AFFIDAVIT OF SERVICE,Processed,07/02/2018,07/02/2018,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=lNLU31kL1M/iRxM0zJvNew==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=lNLU31kL1M/iRxM0zJvNew==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = '0CjUrLFZbrKik4ftELFYAQ==' ORDER BY id;"
case_43527,652783/2018,0CjUrLFZbrKik4ftELFYAQ==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=0CjUrLFZbrKik4ftELFYAQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=3,81,81,75,1236860,AFFIRMATION/AFFIDAVIT OF SERVICE,Processed,07/02/2018,07/02/2018,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=hD0HnGPczhaoL2Oi5lwB2g==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=hD0HnGPczhaoL2Oi5lwB2g==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = '0CjUrLFZbrKik4ftELFYAQ==' ORDER BY id;"
case_43527,652783/2018,0CjUrLFZbrKik4ftELFYAQ==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=0CjUrLFZbrKik4ftELFYAQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=3,81,81,75,1236861,AFFIRMATION/AFFIDAVIT OF SERVICE,Processed,07/02/2018,07/02/2018,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=ihBfyJzaFtUARtUVNHAuDA==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=ihBfyJzaFtUARtUVNHAuDA==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = '0CjUrLFZbrKik4ftELFYAQ==' ORDER BY id;"
case_43527,652783/2018,0CjUrLFZbrKik4ftELFYAQ==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=0CjUrLFZbrKik4ftELFYAQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=3,81,81,75,1236863,EXHIBIT(S),Processed,07/03/2018,07/03/2018,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=tUDilVRvF4daRtbzGrOvmg==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=tUDilVRvF4daRtbzGrOvmg==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = '0CjUrLFZbrKik4ftELFYAQ==' ORDER BY id;"
case_43527,652783/2018,0CjUrLFZbrKik4ftELFYAQ==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=0CjUrLFZbrKik4ftELFYAQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=3,81,81,75,1236904,EXHIBIT(S),Processed,11/24/2020,11/24/2020,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=axna5az0lOWUUAcgJXtAsQ==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=axna5az0lOWUUAcgJXtAsQ==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = '0CjUrLFZbrKik4ftELFYAQ==' ORDER BY id;"
case_43529,654057/2013,izbtIhTbXcGszKqdmWOXAA==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=izbtIhTbXcGszKqdmWOXAA==&display=all&courtType=New York County Supreme Court&resultsPageNum=3,282,282,281,1237017,AFFIDAVIT,Processed,08/25/2014,08/25/2014,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=QUeXVLJU8tIyz02ujVJqjA==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=QUeXVLJU8tIyz02ujVJqjA==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'izbtIhTbXcGszKqdmWOXAA==' ORDER BY id;"
case_43539,657389/2019,aazvJ9xaKkW28kl4mnfpFQ==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=aazvJ9xaKkW28kl4mnfpFQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=4,61,61,56,1237631,AFFIRMATION/AFFIDAVIT OF SERVICE,Processed,01/09/2020,01/09/2020,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=4Uzt9lIZatGnF/QJEE2jhw==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=4Uzt9lIZatGnF/QJEE2jhw==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'aazvJ9xaKkW28kl4mnfpFQ==' ORDER BY id;"
case_43539,657389/2019,aazvJ9xaKkW28kl4mnfpFQ==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=aazvJ9xaKkW28kl4mnfpFQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=4,61,61,56,1237634,AFFIRMATION/AFFIDAVIT OF SERVICE,Processed,01/09/2020,01/09/2020,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=1hXDf9JiyFw0ZY2sIw8Wbw==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=1hXDf9JiyFw0ZY2sIw8Wbw==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'aazvJ9xaKkW28kl4mnfpFQ==' ORDER BY id;"
case_43539,657389/2019,aazvJ9xaKkW28kl4mnfpFQ==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=aazvJ9xaKkW28kl4mnfpFQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=4,61,61,56,1237646,ANSWER,Processed,02/06/2020,02/06/2020,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=1OqoqopNOGnaaCg_PLUS_XF7E3A==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=1OqoqopNOGnaaCg_PLUS_XF7E3A==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'aazvJ9xaKkW28kl4mnfpFQ==' ORDER BY id;"
case_43539,657389/2019,aazvJ9xaKkW28kl4mnfpFQ==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=aazvJ9xaKkW28kl4mnfpFQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=4,61,61,56,1237651,EXHIBIT(S),Processed,03/17/2020,03/17/2020,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=gRM0yA8vdnKzEXojGwsePQ==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=gRM0yA8vdnKzEXojGwsePQ==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'aazvJ9xaKkW28kl4mnfpFQ==' ORDER BY id;"
case_43539,657389/2019,aazvJ9xaKkW28kl4mnfpFQ==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=aazvJ9xaKkW28kl4mnfpFQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=4,61,61,56,1237653,EXHIBIT(S),Processed,03/17/2020,03/17/2020,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=LFj1oWYTm3gZA7JKTrUoAQ==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=LFj1oWYTm3gZA7JKTrUoAQ==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'aazvJ9xaKkW28kl4mnfpFQ==' ORDER BY id;"
case_43542,705527/2014,bL12gMgvjFdOQu5sPyWn1A==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=bL12gMgvjFdOQu5sPyWn1A==&display=all&courtType=Queens County Supreme Court&resultsPageNum=4,316,316,299,1237728,SUMMONS + COMPLAINT,Processed,08/07/2014,08/07/2014,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=/0sB60beeo48u5I/AMhPbA==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=/0sB60beeo48u5I/AMhPbA==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'bL12gMgvjFdOQu5sPyWn1A==' ORDER BY id;"
case_43542,705527/2014,bL12gMgvjFdOQu5sPyWn1A==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=bL12gMgvjFdOQu5sPyWn1A==&display=all&courtType=Queens County Supreme Court&resultsPageNum=4,316,316,299,1237729,NOTICE OF PENDENCY,Processed,08/07/2014,08/07/2014,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=2KO6e2D/m0frOXR3ne5akQ==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=2KO6e2D/m0frOXR3ne5akQ==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'bL12gMgvjFdOQu5sPyWn1A==' ORDER BY id;"
case_43542,705527/2014,bL12gMgvjFdOQu5sPyWn1A==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=bL12gMgvjFdOQu5sPyWn1A==&display=all&courtType=Queens County Supreme Court&resultsPageNum=4,316,316,299,1237730,AFFIRMATION/AFFIDAVIT OF SERVICE,Processed,08/29/2014,08/29/2014,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=eOWU3xd3hkYvzZd4rBxr1A==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=eOWU3xd3hkYvzZd4rBxr1A==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'bL12gMgvjFdOQu5sPyWn1A==' ORDER BY id;"
case_43542,705527/2014,bL12gMgvjFdOQu5sPyWn1A==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=bL12gMgvjFdOQu5sPyWn1A==&display=all&courtType=Queens County Supreme Court&resultsPageNum=4,316,316,299,1237733,STATEMENT OF AUTHORIZATION FOR ELECTRONIC FILING,Processed,08/29/2014,08/29/2014,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=CYSVqg6vy54rHrdzpVfhgA==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=CYSVqg6vy54rHrdzpVfhgA==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'bL12gMgvjFdOQu5sPyWn1A==' ORDER BY id;"
case_43542,705527/2014,bL12gMgvjFdOQu5sPyWn1A==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=bL12gMgvjFdOQu5sPyWn1A==&display=all&courtType=Queens County Supreme Court&resultsPageNum=4,316,316,299,1237734,AFFIRMATION/AFFIDAVIT OF SERVICE,Processed,08/29/2014,08/29/2014,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=kLX_PLUS_Kwg2LwsiAP8zTXUaaQ==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=kLX_PLUS_Kwg2LwsiAP8zTXUaaQ==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'bL12gMgvjFdOQu5sPyWn1A==' ORDER BY id;"
case_43542,705527/2014,bL12gMgvjFdOQu5sPyWn1A==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=bL12gMgvjFdOQu5sPyWn1A==&display=all&courtType=Queens County Supreme Court&resultsPageNum=4,316,316,299,1237736,AFFIRMATION/AFFIDAVIT OF SERVICE,Processed,08/29/2014,08/29/2014,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=MIoaUDPOp9ZcXp1Q9UVRdA==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=MIoaUDPOp9ZcXp1Q9UVRdA==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'bL12gMgvjFdOQu5sPyWn1A==' ORDER BY id;"
case_43542,705527/2014,bL12gMgvjFdOQu5sPyWn1A==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=bL12gMgvjFdOQu5sPyWn1A==&display=all&courtType=Queens County Supreme Court&resultsPageNum=4,316,316,299,1237737,AFFIRMATION/AFFIDAVIT OF SERVICE,Processed,08/29/2014,08/29/2014,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=0PFLuLCM3_PLUS_GJ57sofbCXSg==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=0PFLuLCM3_PLUS_GJ57sofbCXSg==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'bL12gMgvjFdOQu5sPyWn1A==' ORDER BY id;"
case_43542,705527/2014,bL12gMgvjFdOQu5sPyWn1A==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=bL12gMgvjFdOQu5sPyWn1A==&display=all&courtType=Queens County Supreme Court&resultsPageNum=4,316,316,299,1237738,AFFIRMATION/AFFIDAVIT OF SERVICE,Processed,08/29/2014,08/29/2014,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=d5gsn_PLUS_1n3mm3U7l8QQfStQ==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=d5gsn_PLUS_1n3mm3U7l8QQfStQ==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'bL12gMgvjFdOQu5sPyWn1A==' ORDER BY id;"
case_43542,705527/2014,bL12gMgvjFdOQu5sPyWn1A==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=bL12gMgvjFdOQu5sPyWn1A==&display=all&courtType=Queens County Supreme Court&resultsPageNum=4,316,316,299,1237740,AFFIRMATION/AFFIDAVIT OF SERVICE,Processed,09/05/2014,09/05/2014,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=FciqeeBA/nIlo5DCrG3_PLUS_lg==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=FciqeeBA/nIlo5DCrG3_PLUS_lg==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'bL12gMgvjFdOQu5sPyWn1A==' ORDER BY id;"
case_43542,705527/2014,bL12gMgvjFdOQu5sPyWn1A==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=bL12gMgvjFdOQu5sPyWn1A==&display=all&courtType=Queens County Supreme Court&resultsPageNum=4,316,316,299,1237745,AFFIRMATION/AFFIDAVIT OF SERVICE,Processed,09/05/2014,09/05/2014,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=sIGUQOWnyl0XBRMc/wf1Kw==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=sIGUQOWnyl0XBRMc/wf1Kw==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'bL12gMgvjFdOQu5sPyWn1A==' ORDER BY id;"
case_43542,705527/2014,bL12gMgvjFdOQu5sPyWn1A==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=bL12gMgvjFdOQu5sPyWn1A==&display=all&courtType=Queens County Supreme Court&resultsPageNum=4,316,316,299,1237747,STATEMENT OF AUTHORIZATION FOR ELECTRONIC FILING,Processed,09/08/2014,09/08/2014,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=uCC1kZN_PLUS_wgOFrcAWZPAt/w==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=uCC1kZN_PLUS_wgOFrcAWZPAt/w==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'bL12gMgvjFdOQu5sPyWn1A==' ORDER BY id;"
case_43542,705527/2014,bL12gMgvjFdOQu5sPyWn1A==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=bL12gMgvjFdOQu5sPyWn1A==&display=all&courtType=Queens County Supreme Court&resultsPageNum=4,316,316,299,1237754,AFFIDAVIT OR AFFIRMATION IN SUPPORT OF PROPOSED OSC/EXPARTE APP,Processed,06/10/2015,06/10/2015,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=f9W2CZMgwO1J0fmQyNtDzQ==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=f9W2CZMgwO1J0fmQyNtDzQ==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'bL12gMgvjFdOQu5sPyWn1A==' ORDER BY id;"
case_43542,705527/2014,bL12gMgvjFdOQu5sPyWn1A==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=bL12gMgvjFdOQu5sPyWn1A==&display=all&courtType=Queens County Supreme Court&resultsPageNum=4,316,316,299,1237869,AFFIRMATION,Processed,01/17/2018,01/18/2018,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=3TkPBqW_PLUS_V2H5XPW1Lw0oBw==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=3TkPBqW_PLUS_V2H5XPW1Lw0oBw==&Corrected=Y,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'bL12gMgvjFdOQu5sPyWn1A==' ORDER BY id;"
